region;freq;call;program;col
NC;1570;WTLK;;Taylorsville, NC
NY;1570;WDRE;;Riverhead, NY
NY;1570;WFLR;;Rochester, NY
NY;1570;WVTL;;Amsterdam, NY
OH;1570;WHTX;;Warren, OH
OH;1570;WPTW;;Piqua, OH
OK;1570;KTUZ;;Pryor, OK
PA;1570;WISP;;Doylestown, PA
PA;1570;WPGM;;Danville, PA
PA;1570;WXVE;;Latrobe, PA
PR;1570;WPPC;;Penuelas, PR
SD;1570;KVTK;;Vermillion, SD
TN;1570;WCLE;;Cleveland, TN
TN;1570;WMAK;;Lobelville, TN
TN;1570;WTRB;;Ripley, TN
TX;1570;KPYK;;Terrell, TX
TX;1570;KVLG;;La Grange, TX
VA;1570;WSWV;;Pennington Gap, VA
VA;1570;WYTI;;Rocky Mount, VA
WI;1570;WKBH;;Holmen, WI
WI;1570;WLKD;;Minocqua, WI
WI;1570;WSCO;;Appleton, WI
AL;1580;WTAZ;;Oxford, AL
AR;1580;KAGE;;Van Buren, AR
AZ;1580;KQFN;;Tempe, AZ
CA;1580;KBLA;;Santa Monica, CA
CO;1580;KFCS;;Colorado Springs, CO
FL;1580;WCCF;;Punta Gorda, FL
FL;1580;WJXO;;Chattahoochee, FL
FL;1580;WNTF;;Bithlo, FL
FL;1580;WSRF;;Fort Lauderdale, FL
GA;1580;WIOL;;Columbus, GA
GA;1580;WPGY;;Ellijay, GA
IA;1580;KCHA;;Charles City, IA
IL;1580;WDQN;;Duquoin, IL
IN;1580;WAMW;;Washington, IN
IN;1580;WHLY;;South Bend, IN
IN;1580;WLPK;;Connersville, IN
KY;1580;WPKY;;Princeton, KY
KY;1580;WWTF;;Georgetown, KY
MD;1580;WJFK;;Morningside, MD
MI;1580;WWSJ;;St. Johns, MI
MN;1580;KDOM;;Windom, MN
MO;1580;KNIM;;Maryville, MO
MO;1580;KTGR;;Columbia, MO
MS;1580;WAMY;;Amory, MS
MS;1580;WESY;;Leland, MS
MS;1580;WPMO;;Pascagoula-moss Poin, MS
NC;1580;WZKY;;Albemarle, NC
NE;1580;KAMI;;Cozad, NE
NJ;1580;WGYM;;Hammonton, NJ
NY;1580;WNYG;;Long Island, NY
OH;1580;WXGT;;Columbus, OH
OK;1580;KOKB;;Blackwell, OK
OR;1580;KGAL;;Lebanon, OR
PA;1580;WVZN;;Columbia, PA
PR;1580;WBQN;;Morovis, PR
SC;1580;WPJK;;Orangeburg, SC
TN;1580;WLIJ;;Shelbyville, TN
TN;1580;WNPZ;;Knoxville, TN
TX;1580;KGAF;;Gainesville, TX
TX;1580;KWED;;Seguin, TX
UT;1580;KWLO;;Springville, UT
VA;1580;WWDN;;Danville, VA
WI;1580;WMDX;;Columbus, WI
WY;1580;KKTS;;Evansville, WY
AL;1590;WVNA;;Tuscumbia, AL
AR;1590;KBJT;;Fordyce, AR
AR;1590;KYNG;;Springdale, AR
CA;1590;KLIV;;San Jose, CA
CA;1590;KVTA;;Ventura, CA
CA;1590;KVTR;;Victorville, CA
FL;1590;WDJZ;;South Daytona, FL
FL;1590;WHOT;;St. Petersburg Beach, FL
FL;1590;WPSL;;Port St. Lucie, FL
GA;1590;WALG;;Albany, GA
GA;1590;WQCH;;Lafayette, GA
GA;1590;WXRS;;Swainsboro, GA
IA;1590;KWBG;;Boone, IA
IL;1590;WCGO;;Evanston, IL
IN;1590;WNTS;;Beech Grove, IN
IN;1590;WPIW;;Mt. Vernon, IN
KS;1590;KVGB;;Great Bend, KS
KY;1590;WLBN;;Lebanon, KY
LA;1590;KKAY;;White Castle, LA
MD;1590;WFBR;;Glen Burnie, MD
MD;1590;WHGT;;Maugansville, MD
MI;1590;WHLX;;Marine City, MI
MI;1590;WTVB;;Coldwater, MI
MN;1590;KDJS;;Willmar, MN
MN;1590;KGFK;;East Grand Forks, MN
MO;1590;KDEX;;Dexter, MO
MO;1590;KMOZ;;Rolla, MO
MO;1590;KPRT;;Kansas City, MO
NC;1590;WBHN;;Bryson City, NC
NC;1590;WCSL;;Cherryville, NC
NC;1590;WHPY;;Clayton, NC
NC;1590;WVOE;;Chadbourn, NC
NC;1590;WYSR;;High Point, NC
NE;1590;KCTY;;Wayne, NE
NH;1590;WSMN;;Nashua, NH
NY;1590;WAUB;;Auburn, NY
NY;1590;WGGO;;Salamanca, NY
OH;1590;WAKR;;Akron, OH
OH;1590;WSRW;;Hillsboro, OH
OK;1590;KWEY;;Weatherford, OK
OR;1590;KTIL;;Tillamook, OR
PA;1590;WPSN;;Honesdale, PA
PA;1590;WPWA;;Chester, PA
PR;1590;WXRF;;Guayama, PR
RI;1590;WARV;;Warwick, RI
SC;1590;WABV;;Abbeville, SC
SC;1590;WCAM;;Camden, SC
TN;1590;WDBL;;Springfield, TN
TN;1590;WKTP;;Jonesborough, TN
TX;1590;KDAE;;Sinton, TX
TX;1590;KDAV;;Lubbock, TX
TX;1590;KEKR;;Mexia, TX
TX;1590;KELP;;El Paso, TX
TX;1590;KGAS;;Carthage, TX
TX;1590;KMIC;;Houston, TX
VA;1590;WNRN;;Richmond, VA
WA;1590;KLFE;;Seattle, WA
WI;1590;WGBW;;Denmark, WI
WI;1590;WIXK;;New Richmond, WI
WI;1590;WPVL;;Platteville, WI
AL;1600;WHIY;;Huntsville, AL
AL;1600;WXVI;;Montgomery, AL
AR;1600;KNWA;;Bellefonte, AR
AZ;1600;KXEW;;South Tucson, AZ
AZ;1600;KYBC;;Cottonwood, AZ
CA;1600;KAHZ;;Pomona, CA
CA;1600;KGST;;Fresno, CA
CA;1600;KTAP;;Santa Maria, CA
CA;1600;KUBA;;Yuba City, CA
CO;1600;KEPN;;Lakewood, CO
FL;1600;WKWF;;Key West, FL
FL;1600;WLAA;;Winter Garden, FL
FL;1600;WPOM;;Riviera Beach, FL
FL;1600;WZNZ;;Atlantic Beach, FL
GA;1600;WAOS;;Austell, GA
IA;1600;KGYM;;Cedar Rapids, IA
IA;1600;KLGZ;;Algona, IA
KS;1600;KMDO;;Fort Scott, KS
KY;1600;WLUE;;Eminence, KY
LA;1600;KLEB;;Golden Meadow, LA
MA;1600;WUNR;;Brookline, MA
MD;1600;WLXE;;Rockville, MD
MI;1600;WAAM;;Ann Arbor, MI
MO;1600;KATZ;;St. Louis, MO
MO;1600;KTTN;;Trenton, MO
NC;1600;WIDU;;Fayetteville, NC
NC;1600;WTZQ;;Hendersonville, NC
ND;1600;KDAK;;Carrington, ND
NE;1600;KNCY;;Nebraska City, NE
NE;1600;KRFS;;Superior, NE
NM;1600;KIVA;;Albuquerque, NM
NY;1600;WLVY;;Elmira Hts-Horsehds, NY
NY;1600;WMCR;;Oneida, NY
NY;1600;WRSB;;Brockport, NY
NY;1600;WWRL;;New York, NY
OH;1600;WTTF;;Tiffin, OH
OH;1600;WULM;;Springfield, OH
OK;1600;KUSH;;Cushing, OK
OR;1600;KOHI;;St. Helens, OR
OR;1600;KOPB;;Eugene, OR
PA;1600;WEJS;;Jersey Shore, PA
PA;1600;WHOL;;Allentown, PA
PA;1600;WPDC;;Elizabethtown, PA
PA;1600;WRAX;;Bedford, PA
PR;1600;WCMA;;Bayam n, PR
SC;1600;WKZK;;North Augusta, SC
TN;1600;WMQM;;Lakeland, TN
TN;1600;WUCT;;Algood, TN
TX;1600;KOKE;;Pflugerville, TX
TX;1600;KRVA;;Cockrell Hill, TX
UT;1600;KTUB;;Centerville, UT
VA;1600;WCPK;;Chesapeake, VA
WA;1600;KVRI;;Blaine, WA
WI;1600;WRPN;;Ripon, WI
WV;1600;WKKX;;Wheeling, WV
WV;1600;WZZW;;Milton, WV
CA;1620;KSMH;;Auburn, CA
FL;1620;WNRP;;Gulf Breeze, FL
NE;1620;KOZN;;Bellevue, NE
TX;1620;WTAW;;College Station, TX
VI;1620;WDHP;;Fredericksted, VI
WA;1620;KYIZ;;Renton, WA
IA;1630;KCJJ;;Iowa City, IA
TX;1630;KKGM;;Fort Worth, TX
WY;1630;KFBU;;Fox Farm, WY
CA;1640;KDIA;;Vallejo, CA
OK;1640;KZLS;;Enid, OK
OR;1640;KDZR;;Lake Oswego, OR
UT;1640;KBJA;;Sandy, UT
WI;1640;WSJP;;Sussex, WI
AR;1650;KFSW;;Fort Smith, AR
CA;1650;KFOX;;Torrance, CA
CO;1650;KBJD;;Denver, CO
IA;1650;KCNZ;;Cedar Falls, IA
TX;1650;KSVE;;El Paso, TX
VA;1650;WJFV;;Portsmouth, VA
CA;1660;KBRE;;Merced, CA
FL;1660;WCNZ;;Marco Island, FL
KS;1660;KWOD;;Kansas City, KS
MI;1660;WZOX;;Kalamazoo, MI
ND;1660;KQWB;;West Fargo, ND
NJ;1660;WWRU;;Jersey City, NJ
PR;1660;WGIT;;Can vanas, PR
TX;1660;KRZI;;Waco, TX
CA;1670;KHPY;;Moreno Valley, CA
CA;1670;KQMS;;Redding, CA
GA;1670;WMGE;;Dry Branch, GA
WI;1670;WOZN;;Madison, WI
CA;1680;KGED;;Fresno, CA
FL;1680;WOKB;;Winter Garden, FL
LA;1680;KRJO;;Monroe, LA
MI;1680;WPRR;;Ada, MI
NJ;1680;WTTM;;Lindenwold, NJ
WA;1680;KNTS;;Seattle, WA
CA;1690;KFSG;;Roseville, CA
CO;1690;KDMT;;Arvada, CO
GA;1690;WMLB;;Avondale Estates, GA
IL;1690;WVON;;Berwyn, IL
MD;1690;WPTX;;Lexington Park, MD
VI;1690;WIGT;;Charlotte Amalie, VI
AL;1700;WEUP;;Huntsville, AL
FL;1700;WJCC;;Miami Springs, FL
IA;1700;KBGG;;Des Moines, IA
NY;1700;WRCR;;Haverstraw, NY
TX;1700;KKLF;;Richardson, TX
TX;1700;KVNS;;Brownsville, TX
