region;freq;call;program;col
TN;1090;WTNK;;Hartsville, TN
TX;1090;KVOP;;Plainview, TX
WA;1090;KPTR;;Seattle, WA
WI;1090;WAQE;;Rice Lake, WI
AZ;1100;KFNX;;Cave Creek, AZ
CA;1100;KAFY;;Bakersfield, CA
CA;1100;KFAX;;San Francisco, CA
CO;1100;KNZZ;;Grand Junction, CO
GA;1100;WCGA;;Woodbine, GA
GA;1100;WJZA;;Hapeville, GA
MN;1100;WZFG;;Dilworth, MN
MO;1100;KJCW;;Webb City, MO
NM;1100;KRKE;;Peralta, NM
NV;1100;KWWN;;Las Vegas, NV
NY;1100;WHLI;;Hempstead, NY
OH;1100;WTAM;;Cleveland, OH
PA;1100;WGPA;;Bethlehem, PA
TN;1100;WSGI;;Springfield, TN
TX;1100;KDRY;;Alamo Heights, TX
VT;1100;WTWN;;Wells River, VT
WI;1100;WISS;;Berlin, WI
AK;1110;KAGV;;Big Lake, AK
AL;1110;WBIB;;Centreville, AL
AL;1110;WTOF;;Bay Minette, AL
AR;1110;KGFL;;Clinton, AR
CA;1110;KLIB;;Roseville, CA
CA;1110;KWVE;;Pasadena, CA
FL;1110;WTIS;;Tampa, FL
HI;1110;KAOI;;Kihei, HI
IL;1110;WXES;;Chicago, IL
KY;1110;WCBR;;Richmond, KY
KY;1110;WKDZ;;Cadiz, KY
LA;1110;KTTP;;Pineville, LA
LA;1110;WOMN;;Franklinton, LA
MI;1110;WUNN;;Mason, MI
MI;1110;WWMN;;Petoskey, MI
MS;1110;WKRA;;Holly Springs, MS
NC;1110;WBT;;Charlotte, NC
NE;1110;KFAB;;Omaha, NE
NH;1110;WMVX;;Salem, NH
NM;1110;KEJL;;Humble City, NM
NY;1110;WSFW;;Seneca Falls, NY
NY;1110;WTBQ;;Warwick, NY
OH;1110;WGNZ;;Fairborn, OH
OR;1110;KBND;;Bend, OR
PA;1110;WJSM;;Martinsburg, PA
PR;1110;WVJP;;Caguas, PR
RI;1110;WPMZ;;East Providence, RI
TN;1110;WSLV;;Ardmore, TN
TN;1110;WUAT;;Pikeville, TN
TX;1110;KTEK;;Alvin, TX
TX;1110;KVTT;;Mineral Wells, TX
VA;1110;WTJZ;;Norfolk, VA
WA;1110;KRPA;;Oak Harbor, WA
WV;1110;WYMW;;Hurricane, WV
AL;1120;WHOG;;Hobson City, AL
CA;1120;KZSJ;;San Martin, CA
CO;1120;KCRN;;Limon, CO
CT;1120;WPRX;;Bristol, CT
DC;1120;WUST;;Washington, DC
GA;1120;WXJO;;Douglasville, GA
MA;1120;WBNW;;Concord, MA
MO;1120;KMOX;;Saint Louis, MO
MS;1120;WTWZ;;Clinton, MS
NC;1120;WSME;;Camp Lejeune, NC
NY;1120;WBBF;;Buffalo, NY
NY;1120;WKAJ;;Saint Johnsville, NY
OK;1120;KETU;;Catoosa, OK
OR;1120;KPNW;;Eugene, OR
PA;1120;WKQW;;Oil City, PA
PR;1120;WMSW;;Hatillo, PR
TN;1120;WTLT;;Maryville, TN
TX;1120;KTXW;;Manor, TX
UT;1120;KANN;;Roy, UT
AL;1130;WALQ;;Carrville, AL
AR;1130;KAAB;;Batesville, AR
AZ;1130;KQNA;;Prescott Valley, AZ
CA;1130;KRDU;;Dinuba, CA
CA;1130;KSDO;;San Diego, CA
FL;1130;WWBF;;Bartow, FL
GA;1130;WLBA;;Gainesville, GA
HI;1130;KPHI;;Honolulu, HI
IA;1130;KILJ;;Mount Pleasant, IA
IN;1130;WAMB;;Brazil, IN
KS;1130;KLEY;;Wellington, KS
KY;1130;WBZB;;Murray, KY
LA;1130;KWKH;;Shreveport, LA
MI;1130;WDFN;;Detroit, MI
MN;1130;KTLK;;Minneapolis, MN
MS;1130;WQFX;;Gulfport, MS
NC;1130;WCLW;;Eden, NC
NC;1130;WPYB;;Benson, NC
ND;1130;KBMR;;Bismarck, ND
NY;1130;WBBR;;New York, NY
OH;1130;WEDI;;Eaton, OH
OR;1130;KQRR;;Mount Angel, OR
PR;1130;WOIZ;;Guayanilla, PR
SC;1130;WEAF;;Camden, SC
SC;1130;WHHW;;Hilton Head Island, SC
TN;1130;WYXE;;Gallatin, TN
TX;1130;KTMR;;Edna, TX
WI;1130;WISN;;Milwaukee, WI
WV;1130;WRRL;;Rainelle, WV
AK;1140;KSLD;;Soldotna, AK
AL;1140;WBXR;;Hazel Green, AL
AR;1140;KLTK;;Centerton, AR
CA;1140;KHTK;;Sacramento, CA
CA;1140;KNWQ;;Palm Springs, CA
CA;1140;KVLI;;Lake Isabella, CA
CO;1140;KNAB;;Burlington, CO
FL;1140;WPNS;;Destin, FL
FL;1140;WQBA;;Miami, FL
FL;1140;WVVO;;Orlando, FL
ID;1140;KGEM;;Boise, ID
IL;1140;WVEL;;Pekin, IL
IN;1140;WAWK;;Kendallville, IN
MI;1140;WVHF;;Kentwood, MI
MO;1140;KCXL;;Liberty, MO
MO;1140;KPWB;;Piedmont, MO
MS;1140;WAPF;;McComb, MS
NC;1140;WRNA;;China Grove, NC
NY;1140;WCJW;;Warsaw, NY
OK;1140;KRMP;;Oklahoma City, OK
PR;1140;WQII;;San Juan, PR
SD;1140;KXRB;;Sioux Falls, SD
TN;1140;WLOD;;Loudon, TN
TX;1140;KCPP;;Cleburne, TX
TX;1140;KYOK;;Conroe, TX
VA;1140;WHNQ;;Saint Paul, VA
VA;1140;WRVA;;Richmond, VA
WY;1140;KZMQ;;Greybull, WY
AL;1150;WJRD;;Tuscaloosa, AL
CA;1150;KEIB;;Los Angeles, CA
CO;1150;KNRV;;Englewood, CO
CT;1150;WMRD;;Middletown, CT
DE;1150;WDEL;;Wilmington, DE
FL;1150;WNDB;;Daytona Beach, FL
FL;1150;WTMP;;Egypt Lake, FL
GA;1150;WJEM;;Valdosta, GA
GA;1150;WXKO;;Fort Valley, GA
IA;1150;KCPS;;Burlington, IA
IA;1150;KDLX;;Des Moines, IA
IL;1150;WGGH;;Marion, IL
KS;1150;KSAL;;Salina, KS
KY;1150;WLOC;;Munfordville, KY
KY;1150;WMST;;Mount Sterling, KY
LA;1150;WJBO;;Baton Rouge, LA
MA;1150;WWDJ;;Boston, MA
MN;1150;KASM;;Albany, MN
MO;1150;KRMS;;Osage Beach, MO
MS;1150;WONG;;Canton, MS
MT;1150;KSEN;;Shelby, MT
NC;1150;WBAG;;Burlington-Graham, NC
NC;1150;WGBR;;Goldsboro, NC
NM;1150;KNMM;;Albuquerque, NM
OH;1150;WCUE;;Cuyahoga Falls, OH
OH;1150;WIMA;;Lima, OH
OK;1150;KNED;;McAlester, OK
OR;1150;KAGO;;Klamath Falls, OR
PA;1150;WHUN;;Huntingdon, PA
PA;1150;WMNY;;New Kensington, PA
SC;1150;WAVO;;Rock Hill, SC
SC;1150;WSNW;;Seneca, SC
SD;1150;KIMM;;Rapid City, SD
TN;1150;WCRK;;Morristown, TN
TN;1150;WDTM;;Selmer, TN
TN;1150;WGOW;;Chattanooga, TN
TX;1150;KBPO;;Port Neches, TX
TX;1150;KCCT;;Corpus Christi, TX
TX;1150;KHRO;;El Paso, TX
TX;1150;KOLJ;;Quanah, TX
TX;1150;KZNE;;College Station, TX
VA;1150;WNLR;;Churchville, VA
WA;1150;KKNW;;Seattle, WA
WA;1150;KQQQ;;Pullman, WA
WI;1150;WEAQ;;Chippewa Falls, WI
WI;1150;WHBY;;Kimberly, WI
WV;1150;WELC;;Welch, WV
FL;1160;WEWC;;Callahan, FL
FL;1160;WRLZ;;St. Cloud, FL
GA;1160;WCFO;;East Point, GA
IL;1160;WYLL;;Chicago, IL
KY;1160;WCVX;;Florence, KY
KY;1160;WKCM;;Hawesville, KY
MD;1160;WMET;;Gaithersburg, MD
ME;1160;WSKW;;Skowhegan, ME
MI;1160;WCXI;;Fenton, MI
MO;1160;KCTO;;Cleveland, MO
NC;1160;WWQT;;Tryon, NC
NC;1160;WYDU;;Red Springs, NC
NJ;1160;WJLK;;Lakewood Township, NJ
NJ;1160;WVNJ;;Oakland, NJ
NY;1160;WPIE;;Trumansburg, NY
NY;1160;WSSV;;Mechanicville, NY
PA;1160;WCCS;;Homer City, PA
PR;1160;WMTI;;Barceloneta, PR
TN;1160;WCRT;;Donelson, TN
TX;1160;KBDT;;Highland Park, TX
TX;1160;KRDY;;San Antonio, TX
UT;1160;KSL;;Salt Lake City, UT
VA;1160;WODY;;Fieldale, VA
AK;1170;KJNP;;North Pole, AK
AL;1170;WGMP;;Montgomery, AL
AZ;1170;KYET;;Golden Valley, AZ
CA;1170;KCBQ;;San Diego, CA
CA;1170;KLOK;;San Jose, CA
CO;1170;KJJD;;Windsor, CO
CT;1170;WCTF;;Vernon, CT
FL;1170;WAVS;;Davie, FL
FL;1170;WKFL;;Bushnell, FL
FL;1170;WSOS;;St. Augustine Beach, FL
KY;1170;WDFB;;Junction City, KY
MA;1170;WFPB;;Orleans, MA
MN;1170;KFOW;;Waseca, MN
MO;1170;KJXX;;Jackson, MO
MS;1170;WRPM;;Poplarville, MS
NC;1170;WCLN;;Clinton, NC
NC;1170;WCXN;;Claremont, NC
NJ;1170;WWTR;;Bridgewater, NJ
NY;1170;WWLE;;Cornwall, NY
OK;1170;KOTV;;Tulsa, OK
PR;1170;WLEO;;Ponce, PR
SC;1170;WDEK;;Lexington, SC
WA;1170;KPUG;;Bellingham, WA
WI;1170;WFDL;;Waupun, WI
WV;1170;WWVA;;Wheeling, WV
AR;1180;WGUE;;Turrell, AR
CA;1180;KERN;;Wasco-Greenacres, CA
GA;1180;WZQZ;;Trion, GA
IL;1180;WLDS;;Jacksonville, IL
IL;1180;WSQR;;Sycamore, IL
IN;1180;WGAB;;Newburgh, IN
MI;1180;WXLA;;Dimondale, MI
MN;1180;KYES;;Rockville, MN
MS;1180;WJNT;;Pearl, MS
MT;1180;KOFI;;Kalispell, MT
NE;1180;KZOT;;Bellevue, NE
NY;1180;WHAM;;Rochester, NY
PA;1180;WFYL;;King of Prussia, PA
RI;1180;WSKP;;Hope Valley, RI
SC;1180;WFGN;;Gaffney, SC
TN;1180;WKCE;;Knoxville, TN
TX;1180;KGOL;;Humble, TX
TX;1180;KLPF;;Midland, TX
WA;1180;KLAY;;Lakewood, WA
AL;1190;WEUV;;Moulton, AL
AR;1190;KASZ;;White Hall, AR
AR;1190;KREB;;Gentry, AR
AZ;1190;KNUV;;Tolleson, AZ
CA;1190;KDYA;;Vallejo, CA
CA;1190;KGBN;;Anaheim, CA
CO;1190;KVCU;;Boulder, CO
FL;1190;WAMT;;Pine Castle-Sky Lake, FL
FL;1190;WPSP;;Royal Palm Beach, FL
GA;1190;WAFS;;Atlanta, GA
GA;1190;WPAA;;St. Marys, GA
IA;1190;KDAO;;Marshalltown, IA
IN;1190;WOWO;;Fort Wayne, IN
KS;1190;KVSV;;Beloit, KS
MN;1190;KKOJ;;Jackson, MN
MN;1190;WPVW;;Wabasha, MN
MO;1190;KDMR;;Kansas City, MO
MS;1190;WMEJ;;Bay St. Louis, MS
NC;1190;WIXE;;Monroe, NC
NM;1190;KXKS;;Albuquerque, NM
NY;1190;WLIB;;New York, NY
NY;1190;WSDE;;Cobleskill, NY
OR;1190;KEX;;Portland, OR
PR;1190;WBMJ;;San Juan, PR
TN;1190;WJPJ;;Humboldt, TN
TN;1190;WSDQ;;Dunlap, TN
TX;1190;KFXR;;Dallas, TX
VA;1190;WTSD;;Leesburg, VA
WI;1190;WNWC;;Sun Prairie, WI
WV;1190;WVUS;;Grafton, WV
CA;1200;KYAA;;Soquel, CA
IL;1200;WRTO;;Chicago, IL
KY;1200;WBCE;;Wickliffe, KY
MA;1200;WXKS;;Newton, MA
MI;1200;WMUZ;;Taylor, MI
MO;1200;KYOO;;Bolivar, MO
NC;1200;WSML;;Graham, NC
NC;1200;WXIT;;Blowing Rock, NC
ND;1200;KFNW;;West Fargo, ND
NY;1200;WTLA;;North Syracuse, NY
PA;1200;WRKK;;Muncy Antron, PA
PA;1200;WUZZ;;New Castle, PA
PR;1200;WGDL;;Lares, PR
SC;1200;WMIR;;Atlantic Beach, SC
TN;1200;WFCN;;Nashville, TN
TX;1200;WOAI;;San Antonio, TX
WV;1200;WNRJ;;Huntington, WV
AL;1210;WTXK;;Pike Road, AL
CA;1210;KPRZ;;San Marcos, CA
CA;1210;KQEQ;;Fowler, CA
CA;1210;KRPU;;Rocklin, CA
FL;1210;WNMA;;Miami Springs, FL
HI;1210;KZOO;;Honolulu, HI
IL;1210;WILY;;Centralia, IL
MI;1210;WJNL;;Kingsley, MI
OH;1210;WDAO;;Dayton, OH
OK;1210;KGYN;;Guymon, OK
PA;1210;WANB;;Waynesburg, PA
PA;1210;WPHT;;Philadelphia, PA
PR;1210;WHOY;;Salinas, PR
SD;1210;KOKK;;Huron, SD
TN;1210;WMPS;;Bartlett, TN
TN;1210;WSBI;;Static, TN
TX;1210;KUBR;;San Juan, TX
WA;1210;KMIA;;Auburn, WA
WY;1210;KHAT;;Laramie, WY
WY;1210;KRSV;;Afton, WY
AL;1220;WAYE;;Birmingham, AL
AL;1220;WERM;;Fairhope, AL
CA;1220;KDOW;;Palo Alto Radio, CA
CA;1220;KHTS;;Canyon Country, CA
CA;1220;KTMZ;;Pomona, CA
CO;1220;KLDC;;Denver, CO
CT;1220;WATX;;Hamden, CT
FL;1220;WKTZ;;Jacksonville, FL
FL;1220;WOTS;;Kissimmee, FL
FL;1220;WSRQ;;Sarasota, FL
GA;1220;WZOT;;Rockmart, GA
IA;1220;KJAN;;Atlantic, IA
IA;1220;KQMG;;Independence, IA
IL;1220;WKRS;;Waukegan, IL
IL;1220;WLPO;;Lasalle, IL
IN;1220;WSLM;;Salem, IN
KS;1220;KOFO;;Ottawa, KS
KY;1220;WFKN;;Franklin, KY
ME;1220;WWSF;;Sanford, ME
MI;1220;WBCH;;Hastings, MI
MO;1220;KCAX;;Branson, MO
MO;1220;KGIR;;Cape Girardeau, MO
MO;1220;KLPW;;Brighton, MO
MS;1220;WOEG;;Hazlehurst, MS
NC;1220;WDYT;;Kings Mountain, NC
NC;1220;WENC;;Whiteville, NC
NC;1220;WREV;;Reidsville, NC
ND;1220;KDDR;;Oakes, ND
NH;1220;WZBK;;Keene, NH
NY;1220;WGNY;;Newburgh, NY
OH;1220;WERT;;Van Wert, OH
OH;1220;WHKW;;Cleveland, OH
OK;1220;KTLV;;Midwest City, OK
OR;1220;KSLM;;Salem, OR
PA;1220;WJUN;;Mexico, PA
RI;1220;WSTL;;Providence, RI
TN;1220;WCPH;;Etowah, TN
TX;1220;KMVL;;Madisonville, TX
TX;1220;KZEE;;Weatherford, TX
VA;1220;WFAX;;Falls Church, VA
VA;1220;WLSD;;Big Stone Gap, VA
AK;1230;KIFW;;Sitka, AK
AK;1230;KVAK;;Valdez, AK
AL;1230;WAUD;;Auburn, AL
AL;1230;WKWL;;Florala, AL
AL;1230;WTBC;;Tuscaloosa, AL
AR;1230;KBTM;;Jonesboro, AR
AR;1230;KFPW;;Fort Smith, AR
AZ;1230;KAAA;;Kingman, AZ
AZ;1230;KATO;;Safford, AZ
AZ;1230;KINO;;Winslow, AZ
AZ;1230;KOY;;Phoenix, AZ
CA;1230;KBOV;;Bishop, CA
CA;1230;KDAC;;Fort Bragg, CA
CA;1230;KGEO;;Bakersfield, CA
CA;1230;KLXR;;Redding, CA
CA;1230;KPRL;;Paso Robles, CA
CA;1230;KSZL;;Barstow, CA
CA;1230;KWG;;Stockton, CA
CA;1230;KXO;;El Centro, CA
CA;1230;KYPA;;Los Angeles, CA
CO;1230;KDZA;;Pueblo, CO
CO;1230;KEXO;;Grand Junction, CO
CO;1230;KKSB;;Steamboat Springs, CO
CO;1230;KSTC;;Sterling, CO
CT;1230;WNEZ;;Manchester, CT
FL;1230;WBZT;;West Palm Beach, FL
FL;1230;WDWR;;Pensacola, FL
FL;1230;WMAF;;Madison, FL
FL;1230;WONN;;Lakeland, FL
FL;1230;WRBD;;Gainesville, FL
FL;1230;WSBB;;New Smyrna Beach, FL
GA;1230;WAYX;;Waycross, GA
GA;1230;WBLJ;;Dalton, GA
GA;1230;WEZO;;Augusta, GA
GA;1230;WFOM;;Marietta, GA
GA;1230;WJUL;;Hiawassee, GA
GA;1230;WSOK;;Savannah, GA
GA;1230;WXLI;;Dublin, GA
IA;1230;KFJB;;Marshalltown, IA
ID;1230;KBAR;;Burley, ID
ID;1230;KORT;;Grangeville, ID
IL;1230;WFXN;;Moline, IL
IL;1230;WHCO;;Sparta, IL
IL;1230;WJBC;;Bloomington, IL
IN;1230;WJOB;;Hammond, IN
IN;1230;WSAL;;Logansport, IN
IN;1230;WTCJ;;Tell City, IN
KY;1230;WCDS;;Glasgow, KY
KY;1230;WHIR;;Danville, KY
KY;1230;WHOP;;Hopkinsville, KY
KY;1230;WQJM;;Pineville, KY
LA;1230;KSLO;;Opelousas, LA
LA;1230;WBOK;;New Orleans, LA
MA;1230;WESX;;Nahant, MA
MA;1230;WNAW;;North Adams, MA
MA;1230;WNEB;;Worcester, MA
MD;1230;WCMD;;Cumberland, MD
MD;1230;WFOA;;Baltimore, MD
ME;1230;WGUY;;Veazie, ME
MI;1230;WBET;;Sturgis, MI
MI;1230;WFER;;Iron River, MI
MI;1230;WMPC;;Lapeer, MI
MI;1230;WSOO;;Sault Ste. Marie, MI
MI;1230;WTKG;;Grand Rapids, MI
MN;1230;KFSP;;Mankato, MN
MN;1230;KGHS;;International Falls, MN
MN;1230;KMRS;;Morris, MN
MN;1230;KTRF;;Thief River Fall, MN
MN;1230;KWNO;;Winona, MN
MN;1230;WKLK;;Cloquet, MN
MO;1230;KWIX;;Moberly, MO
MO;1230;KZYM;;Joplin, MO
MT;1230;KHDN;;Hardin, MT
MT;1230;KLCB;;Libby, MT
MT;1230;KOBB;;Bozeman, MT
MT;1230;KXLO;;Lewistown, MT
NC;1230;WCBT;;Roanoke Rapids, NC
NC;1230;WFAY;;Fayetteville, NC
NC;1230;WLNR;;Kinston, NC
NC;1230;WMFR;;High Point, NC
NC;1230;WNNC;;Newton, NC
NC;1230;WSKY;;Asheville, NC
ND;1230;KDIX;;Dickinson, ND
NE;1230;KHAS;;Hastings, NE
NE;1230;KTNC;;Falls City, NE
NH;1230;WMOU;;Berlin, NH
NH;1230;WTSV;;Claremont, NH
NJ;1230;WCMC;;Wildwood, NJ
NM;1230;KFUN;;Las Vegas, NM
NM;1230;KOTS;;Deming, NM
NM;1230;KRSY;;Alamogordo, NM
NM;1230;KSFX;;Roswell, NM
NM;1230;KYVA;;Gallup, NM
NV;1230;KBZZ;;Reno, NV
NV;1230;KELY;;Ely, NV
NV;1230;KLAV;;Las Vegas, NV
NY;1230;WECK;;Cheektowaga, NY
NY;1230;WHUC;;Hudson, NY
NY;1230;WIXT;;Little Falls, NY
NY;1230;WMAJ;;Elmira, NY
NY;1230;WMML;;Glens Falls, NY
OH;1230;WCWA;;Toledo, OH
OH;1230;WDBZ;;Cincinnati, OH
OH;1230;WITO;;Ironton, OH
OH;1230;WYTS;;Columbus, OH
OK;1230;KADA;;Ada, OK
OK;1230;WBBZ;;Ponca City, OK
OR;1230;KCUP;;Toledo, OR
OR;1230;KHSN;;Coos Bay, OR
OR;1230;KKOR;;Astoria, OR
OR;1230;KRYN;;Gresham, OR
OR;1230;KSJK;;Talent, OR
OR;1230;KZHC;;Burns, OR
PA;1230;WBPZ;;Lock Haven, PA
PA;1230;WBVP;;Beaver Falls, PA
PA;1230;WCRO;;Johnstown, PA
PA;1230;WEEX;;Easton, PA
PA;1230;WKBO;;Harrisburg, PA
PA;1230;WTIV;;Titusville, PA
PR;1230;WNIK;;Arecibo, PR
RI;1230;WBLQ;;Westerly, RI
SC;1230;WAIM;;Anderson, SC
SC;1230;WOLH;;Florence, SC
SD;1230;KWSN;;Sioux Falls, SD
TN;1230;WAKI;;McMinnville, TN
TN;1230;WMLR;;Hohenwald, TN
TX;1230;KCOH;;Houston, TX
TX;1230;KDRN;;Del Rio, TX
TX;1230;KERV;;Kerrville, TX
TX;1230;KGRO;;Pampa, TX
TX;1230;KLVT;;Levelland, TX
TX;1230;KSIX;;Corpus Christi, TX
TX;1230;KSST;;Sulphur Springs, TX
TX;1230;KWTX;;Waco, TX
UT;1230;KJJC;;Murray, UT
VA;1230;WABN;;Abingdon, VA
VA;1230;WFVA;;Fredericksburg, VA
VT;1230;WJOY;;Burlington, VT
WA;1230;KDYM;;Sunnyside, WA
WA;1230;KOZI;;Chelan, WA
WA;1230;KSBN;;Spokane, WA
WA;1230;KWYZ;;Everett, WA
WI;1230;WCLO;;Janesville, WI
WI;1230;WXCO;;Wausau, WI
WV;1230;WPKB;;Parkersburg, WV
WY;1230;KVOC;;Casper, WY
AL;1240;WEBJ;;Brewton, AL
AL;1240;WJLX;;Jasper, AL
AL;1240;WMGJ;;Gadsden, AL
AR;1240;KTLO;;Mountain Home, AR
AR;1240;KVRC;;Arkadelphia, AR
AR;1240;KWAK;;Stuttgart, AR
AZ;1240;KJAA;;Globe, AZ
CA;1240;KCVV;;Sacramento, CA
CA;1240;KEZY;;San Bernardino, CA
CA;1240;KJOP;;Lemoore, CA
CA;1240;KLOA;;Ridgecrest, CA
CA;1240;KMBY;;Monterey, CA
CA;1240;KNSN;;San Diego, CA
CA;1240;KPOD;;Crescent City, CA
CA;1240;KSMA;;Santa Maria, CA
CA;1240;KSUE;;Susanville, CA
CO;1240;KBGV;;Monte Vista, CO
CO;1240;KCRT;;Trinidad, CO
CO;1240;KDGO;;Durango, CO
CO;1240;KRDO;;Colorado Springs, CO
CT;1240;WWCO;;Waterbury, CT
FL;1240;WBGC;;Chipley, FL
FL;1240;WFOY;;Saint Augustine, FL
FL;1240;WKIQ;;Eustis, FL
FL;1240;WMMB;;Melbourne, FL
FL;1240;WZCC;;Cross City, FL
GA;1240;WGGA;;Gainesville, GA
GA;1240;WLAG;;La Grange, GA
GA;1240;WPAX;;Thomasville, GA
GA;1240;WTWA;;Thomson, GA
GA;1240;WWNS;;Statesboro, GA
HI;1240;KWOE;;Kahului, HI
IA;1240;KBIZ;;Ottumwa, IA
IA;1240;KDEC;;Decorah, IA
IA;1240;KICD;;Spencer, IA
IA;1240;KWLC;;Decorah, IA
ID;1240;KMHI;;Mountain Home, ID
ID;1240;KOFE;;St. Maries, ID
ID;1240;KWIK;;Pocatello, ID
IL;1240;WEBQ;;Harrisburg, IL
IL;1240;WSBC;;Chicago, IL
IL;1240;WSDR;;Sterling, IL
IL;1240;WTAX;;Springfield, IL
IN;1240;WHBU;;Anderson, IN
KS;1240;KFH;;Wichita, KS
KS;1240;KIUL;;Garden City, KS
KY;1240;WFTM;;Maysville, KY
KY;1240;WLLV;;Louisville, KY
KY;1240;WPKE;;Pikeville, KY
KY;1240;WSFC;;Somerset, KY
LA;1240;KANE;;New Iberia, LA
LA;1240;KASO;;Minden, LA
MA;1240;WGTX;;West Yarmouth, MA
MD;1240;WJEJ;;Hagerstown, MD
ME;1240;WIGY;;Lewiston, ME
ME;1240;WSYY;;Millinocket, ME
MI;1240;WATT;;Cadillac, MI
MI;1240;WCBY;;Cheboygan, MI
MI;1240;WJIM;;Lansing, MI
MN;1240;WJON;;St. Cloud, MN
MN;1240;WMFG;;Hibbing, MN
MO;1240;KFMO;;Flat River, MO
MO;1240;KLIK;;Jefferson City, MO
MO;1240;KNEM;;Nevada, MO
MS;1240;WGCM;;Gulfport, MS
MS;1240;WMIS;;Natchez, MS
MS;1240;WMSO;;Southaven, MS
MS;1240;WWZQ;;Aberdeen, MS
MS;1240;WZQK;;Flowood, MS
MT;1240;KHNK;;Whitefish, MT
MT;1240;KJCR;;Billings, MT
MT;1240;KLTZ;;Glasgow, MT
MT;1240;KLYQ;;Hamilton, MT
NC;1240;WCNC;;Elizabeth City, NC
NC;1240;WHVN;;Charlotte, NC
NC;1240;WJNC;;Jacksonville, NC
NC;1240;WPJL;;Knightdale, NC
NC;1240;WSQL;;Brevard, NC
NC;1240;WWWC;;Wilkesboro, NC
ND;1240;KDLR;;Devils Lake, ND
NE;1240;KFOR;;Lincoln, NE
NE;1240;KODY;;North Platte, NE
NH;1240;WFTN;;Franklin, NH
NJ;1240;WSNJ;;Bridgeton, NJ
NM;1240;KAMQ;;Carlsbad, NM
NM;1240;KCLV;;Clovis, NM
NM;1240;KDSK;;Los Ranchos de Albuquerque, NM
NV;1240;KELK;;Elko, NV
NY;1240;WATN;;Watertown, NY
NY;1240;WGBB;;Freeport, NY
NY;1240;WGVA;;Geneva, NY
NY;1240;WJTN;;Jamestown, NY
NY;1240;WPTR;;Schenectady, NY
NY;1240;WVOS;;Liberty, NY
NY;1240;WVSL;;Saranac Lake, NY
OH;1240;WBBW;;Youngstown, OH
OH;1240;WHIZ;;Zanesville, OH
OK;1240;KADS;;Elk City, OK
OK;1240;KBEL;;Idabel, OK
OK;1240;KOKL;;Okmulgee, OK
OK;1240;KVSO;;Ardmore, OK
OR;1240;KEJO;;Corvallis, OR
OR;1240;KQEN;;Roseburg, OR
OR;1240;KRDM;;Redmond, OR
OR;1240;KRJW;;Altamont, OR
OR;1240;KTIX;;Pendleton, OR
PA;1240;WFUZ;;Wilkes-Barre, PA
PA;1240;WRLD;;Reading, PA
PA;1240;WRTA;;Altoona, PA
PR;1240;WALO;;Humacao, PR
RI;1240;WOON;;Woonsocket, RI
SC;1240;WDXY;;Sumter, SC
SC;1240;WKDK;;Newberry, SC
SC;1240;WLSQ;;Loris, SC
SD;1240;KCCR;;Pierre, SD
TN;1240;WBEJ;;Elizabethton, TN
TN;1240;WEKR;;Fayetteville, TN
TN;1240;WENK;;Union City, TN
TN;1240;WIFA;;Knoxville, TN
TN;1240;WNVL;;Nashville, TN
TX;1240;KDOK;;Kilgore, TX
TX;1240;KSOX;;Raymondville, TX
TX;1240;KTAM;;Bryan, TX
TX;1240;KVLF;;Alpine, TX
TX;1240;KXIT;;Dalhart, TX
TX;1240;KXOX;;Sweetwater, TX
TX;1240;KXYL;;Brownwood, TX
VA;1240;WGMN;;Roanoke, VA
VA;1240;WTON;;Staunton, VA
VA;1240;WTPS;;Petersburg, VA
VT;1240;WSKI;;Montpelier, VT
WA;1240;KBUP;;Olympia, WA
WA;1240;KCVL;;Colville, WA
WA;1240;KXLE;;Ellensburg, WA
WI;1240;WHFA;;Poynette, WI
WI;1240;WJMC;;Rice Lake, WI
WI;1240;WOBT;;Rhinelander, WI
WI;1240;WOMT;;Manitowoc, WI
WV;1240;WDNE;;Elkins, WV
WV;1240;WKEZ;;Bluefield, WV
WV;1240;WVTS;;Charleston, WV
WY;1240;KASL;;Newcastle, WY
WY;1240;KFBC;;Cheyenne, WY
WY;1240;KRAL;;Rawlins, WY
AL;1250;WRBZ;;Wetumpka, AL
AL;1250;WZOB;;Fort Payne, AL
AR;1250;KFOG;;Little Rock, AR
AR;1250;KPBI;;Fayetteville, AR
AZ;1250;KHIL;;Willcox, AZ
CA;1250;KHOT;;Madera, CA
CA;1250;KLLK;;Willits, CA
CA;1250;KNWH;;Twenty Nine Palm, CA
CA;1250;KZER;;Santa Barbara, CA
FL;1250;WHNZ;;Tampa, FL
FL;1250;WQHL;;Live Oak, FL
GA;1250;WSRA;;Albany, GA
GA;1250;WYTH;;Madison, GA
IA;1250;KCFI;;Cedar Falls, IA
IN;1250;WGL;;Fort Wayne, IN
IN;1250;WRAY;;Princeton, IN
KS;1250;KYYS;;Kansas City, KS
KY;1250;WLCK;;Scottsville, KY
KY;1250;WLRT;;Nicholasville, KY
MA;1250;WARE;;Ware, MA
MI;1250;WJMK;;Bay City, MI
MN;1250;KBRF;;Fergus Falls, MN
MN;1250;KCUE;;Red Wing, MN
MO;1250;KBTC;;Houston, MO
MT;1250;KIKC;;Forsyth, MT
NC;1250;WBRM;;Marion, NC
NC;1250;WGHB;;Farmville, NC
